"1","2","3","4","5"
0.0860759493670886,0.384810126582278,0.488607594936709,0.0405063291139241,0
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.0860759493670886,0.384810126582278,0.488607594936709,0.0405063291139241,0
0.0860759493670886,0.384810126582278,0.488607594936709,0.0405063291139241,0
0.223819301848049,0.503080082135524,0.15605749486653,0.0841889117043121,0.0328542094455852
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
0.245703493862134,0.447686496694995,0.220396600566572,0.0591123701605288,0.0271010387157696
